             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          17453159  parallel   C14mR4   xwei20  R   15:32:02      1 c293
          17453148  parallel   C14mR3   xwei20  R   15:32:32      1 c293
          17452874  parallel   C14mR2   xwei20  R   15:35:34      1 c293
          17452821  parallel C14DTmR4   xwei20  R   15:37:34      1 c098
          17452786  parallel C14DTmR6   xwei20  R   15:38:35      1 c098
          17452762  parallel C14DTmR5   xwei20  R   15:39:16      1 c098
          17452582  parallel C14DTmR3   xwei20  R   15:44:07      1 c225
          17452477  parallel C14DTmid   xwei20  R   15:46:08      1 c225
          17453578  parallel   C16aR6   xwei20  R   15:09:51      1 c681
          17453562  parallel   C16aR5   xwei20  R   15:10:52      1 c680
          17453548  parallel   C16aR4   xwei20  R   15:11:22      1 c546
          17453527  parallel   C16aR3   xwei20  R   15:12:23      1 c546
          17453511  parallel   C16all   xwei20  R   15:13:23      1 c546
          17466377  parallel       wf ywang268  R    8:15:39      1 c020
          17428747  parallel Data_HF_ nfusari1  R   22:49:31      1 c240
          17358340  parallel OOD_Para skumar94  R 2-18:03:22      1 c560
          17488908  parallel    POr90    yfu31  R      30:26      1 c687
          17488893  parallel   POr120    yfu31  R      30:41      1 c686
          17488745  parallel    PO120    yfu31  R      33:31      1 c533
          17488049  parallel   DOr120    yfu31  R      48:03      1 c699
          17488034  parallel    DOr90    yfu31  R      48:24      1 c698
          17487913  parallel    DO120    yfu31  R      50:57      1 c520
          17487796  parallel   DL2R90    yfu31  R      53:19      1 c299
          17487787  parallel  DL2R120    yfu31  R      53:35      1 c306
          17487485  parallel   DLr120    yfu31  R      59:37      1 c654
          17487415  parallel     DL90    yfu31  R    1:01:15      1 c726
          17487405  parallel    DL120    yfu31  R    1:01:31      1 c652
          17488420  parallel tierpsy_ mmastro5  R      40:26      1 c575
          17359407  parallel Jupyter_   sguo30  R 2-17:24:48      1 c102
          17486430  parallel     gzip jhandle2  R    1:21:28      1 c628
          17438826  parallel  2.001CP   zguo71  R   19:57:20      1 c055
          17432613  parallel    20_74  sqian10  R   21:40:49      1 c344
          17431994  parallel 0.5%_37.  sqian10  R   21:53:01      1 c721
          17431949  parallel 0.5%_18.  sqian10  R   21:53:32      1 c627
          17431828  parallel 0.5%_10.  sqian10  R   21:55:35      1 c653
          17431757  parallel   os_New  sqian10  R   21:56:36      1 c477
          17431758  parallel   os_6.4  sqian10  R   21:56:36      1 c478
          17431759  parallel os_10.58  sqian10  R   21:56:36      1 c453
          17431733  parallel 34.01_0.  sqian10  R   21:57:07      1 c561
          17431734  parallel 37.81_0.  sqian10  R   21:57:07      1 c696
          17431724  parallel 10.58_0.  sqian10  R   21:57:28      1 c668
          17431725  parallel 18.39_0.  sqian10  R   21:57:28      1 c677
          17431688  parallel   6.4_99  sqian10  R   21:57:38      1 c666
          17454622  parallel  LST_New  sqian10  R   13:40:16      1 c044
          17439576  parallel analy_Wi  sqian10  R   19:42:19      1 c536
          17419238  parallel smooth_c  mayala5  R 1-01:40:25      4 c[015-018]
          17426426  parallel smooth_c  mayala5  R   23:27:32      1 c165
          17396486  parallel      ORI   gmohan  R 1-14:55:15      1 c624
          17429656  parallel rstudio_ sthursb3  R   22:32:31      1 c168
          17441171  parallel      ORI   gmohan  R   19:22:33      1 c425
          17432016  parallel 71.65.05 apande14  R   21:52:31      4 c[359-362]
          17432017  parallel 72.75_.0 apande14  R   21:52:31      4 c[363-366]
          17431995  parallel 68.35.05 apande14  R   21:53:01      4 c[722-725]
          17431996  parallel 69.45.05 apande14  R   21:53:01      4 c[264-267]
          17427017  parallel 67.25.05 apande14  R   23:16:32      4 c[690-693]
          17449519  parallel OOD_Desk apate193  R   17:27:17      1 c213
          17361279  parallel  omp-job clygour1  R 2-15:56:02      1 c065
          17361280  parallel  omp-job clygour1  R 2-15:56:02      1 c112
          17361281  parallel  omp-job clygour1  R 2-15:56:02      1 c147
          17361282  parallel  omp-job clygour1  R 2-15:56:02      1 c211
          17361283  parallel  omp-job clygour1  R 2-15:56:02      1 c218
          17361284  parallel  omp-job clygour1  R 2-15:56:02      1 c224
          17361285  parallel  omp-job clygour1  R 2-15:56:02      1 c226
          17361286  parallel  omp-job clygour1  R 2-15:56:02      1 c239
          17361287  parallel  omp-job clygour1  R 2-15:56:02      1 c263
          17361288  parallel  omp-job clygour1  R 2-15:56:02      1 c281
          17361289  parallel  omp-job clygour1  R 2-15:56:02      1 c283
          17361290  parallel  omp-job clygour1  R 2-15:56:02      1 c287
          17361291  parallel  omp-job clygour1  R 2-15:56:02      1 c292
          17361292  parallel  omp-job clygour1  R 2-15:56:02      1 c308
          17361293  parallel  omp-job clygour1  R 2-15:56:02      1 c311
          17361294  parallel  omp-job clygour1  R 2-15:56:02      1 c321
          17361295  parallel  omp-job clygour1  R 2-15:56:02      1 c330
          17361296  parallel  omp-job clygour1  R 2-15:56:02      1 c335
          17361297  parallel  omp-job clygour1  R 2-15:56:02      1 c353
          17361298  parallel  omp-job clygour1  R 2-15:56:02      1 c381
          17361299  parallel  omp-job clygour1  R 2-15:56:02      1 c383
          17361300  parallel  omp-job clygour1  R 2-15:56:02      1 c393
          17361301  parallel  omp-job clygour1  R 2-15:56:02      1 c471
          17361302  parallel  omp-job clygour1  R 2-15:56:02      1 c526
          17361303  parallel  omp-job clygour1  R 2-15:56:02      1 c534
          17361304  parallel  omp-job clygour1  R 2-15:56:02      1 c537
          17361305  parallel  omp-job clygour1  R 2-15:56:02      1 c559
          17361306  parallel  omp-job clygour1  R 2-15:56:02      1 c582
          17361307  parallel  omp-job clygour1  R 2-15:56:02      1 c625
          17361308  parallel  omp-job clygour1  R 2-15:56:02      1 c656
          17361309  parallel  omp-job clygour1  R 2-15:56:02      1 c658
          17361310  parallel  omp-job clygour1  R 2-15:56:02      1 c662
          17361311  parallel  omp-job clygour1  R 2-15:56:02      1 c697
          17361312  parallel  omp-job clygour1  R 2-15:56:02      1 c729
          17361313  parallel  omp-job clygour1  R 2-15:56:02      1 c741
          17361314  parallel  omp-job clygour1  R 2-15:56:02      1 c744
          17433282  parallel LA_gasph bbukows1  R   21:28:37      1 c131
          17353942  parallel c18_2015    rlei3  R 2-22:19:00      1 c309
          17353940  parallel c18_2015    rlei3  R 2-22:19:37      1 c309
          17353936  parallel c18_2016    rlei3  R 2-22:21:24      1 c309
          17353932  parallel c18_2017    rlei3  R 2-22:25:25      1 c309
          17353928  parallel c18_2019    rlei3  R 2-22:29:49      1 c309
          17353927  parallel c18_2019    rlei3  R 2-22:31:31      1 c309
          17356229  parallel OOD_RStu  apark55  R 2-19:32:13      1 c689
          17454385  parallel Jupyter_ mbianch1  R   13:43:16      1 c521
          17487739  parallel   F1200C abarne65  R      54:37      2 c[490-491]
          17487713  parallel    F800C abarne65  R      55:17      2 c[304-305]
          17487676  parallel    F600C abarne65  R      55:53      2 c[660-661]
          17487641  parallel    F400C abarne65  R      56:32      2 c[117-118]
          17485650  parallel    F200C abarne65  R    1:37:55      2 c[191-192]
          17485583  parallel   F1000C abarne65  R    1:39:17      2 c[042-043]
          17354008  parallel  general    hoh22  R 2-21:50:32      1 c158
          17446407  parallel NiW2B2_s wbunsti1  R   17:36:19      1 c135
          17450834  parallel La5Ni4O1 wbunsti1  R   16:39:28      1 c702
        17457791_6  parallel      ESD hyang116  R   10:54:57      1 c116
          17439709  parallel Tanaly_W  sqian10  R   19:39:16      1 c762
          17431989  parallel 0.5%_34.  sqian10  R   21:53:29      1 c665
          17431946  parallel 0.5%_6.4  sqian10  R   21:53:32      1 c663
          17431948  parallel 0.5%_10.  sqian10  R   21:53:32      1 c664
          17211952    shared SLURM_em  anande1 PD       0:00      1 (QOSMaxCpuPerJobLimit)
          17330675    shared WGS_pipe jtornhe1 PD       0:00      1 (PartitionTimeLimit)
          17334735    shared  run.scr   zguo46 PD       0:00      1 (QOSMaxCpuPerJobLimit)
          17334841    shared  run.scr   zguo46 PD       0:00      1 (QOSMaxCpuPerJobLimit)
          17392964    shared  run.scr   zguo46 PD       0:00      1 (QOSMaxCpuPerJobLimit)
          16963866    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16963865    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16941837    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16941836    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16846290    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16846289    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16840097    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16840096    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16839556    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16839555    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16403027    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16403026    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16402951    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16402950    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16402796    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16402795    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16402365    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16402364    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16401858    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16401857    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16401829    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16401828    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16401397    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16401396    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16397093    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16397092    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16396900    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16396899    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16391490    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16391489    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16391255    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          16391254    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          15932393    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          15932392    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          15931581    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          15931580    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          15929409    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
          15929408    shared ala10ncj    nalt1 PD       0:00      1 (DependencyNeverSatisfied)
      17456490_182    shared    CIL15 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456490_181    shared    CIL15 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456490_180    shared    CIL15 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456490_179    shared    CIL15 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_281    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_280    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_279    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_278    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_277    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_276    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_275    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_274    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_273    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_272    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
      17456245_271    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
       17456245_55    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
       17456245_54    shared    CIL14 mkryvor1 PD       0:00      1 (launch failed requeued held)
          16769982    shared     wrap hhallow1 PD       0:00      1 (launch failed requeued held)
          17489799    shared cpu_32_1 aodonn12  R       0:00      1 sr44
          17434532    shared tvl3688_ fherna13  R   21:05:41      1 sr11
          17434534    shared tvl67192 fherna13  R   21:05:41      1 sr12
       17483649_30    shared list_clu ext-mrog  R    2:14:49      1 sr42
       17483649_32    shared list_clu ext-mrog  R    2:14:49      1 sr42
          17434306    shared  run.scr   zguo46  R   21:10:12      1 sr09
          17434149    shared  run.scr   zguo46  R   21:12:52      1 sr44
          17448484    shared  run.scr   zguo46  R   14:57:45      1 sr40
          17442002    shared  A_bumpd xzhan357  R   19:09:59      1 sr07
          17489501    shared rstudio_ aomdahl1  R      17:56      1 sr42
          17455443    shared Jupyter_ ext-mfer  R   12:35:02      1 sr47
          17435672    shared     TOCL ywang268  R   20:41:43      1 sr44
          17435654    shared     SAPI ywang268  R   20:42:01      1 sr44
          17435649    shared     DOPC ywang268  R   20:42:25      1 sr44
          17489762    shared interact   cghio1  R       9:20      1 sr47
          17489760    shared   python   cghio1  R      10:41      1 sr47
        17488112_1    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_2    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_3    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_4    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_5    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_6    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_7    shared   RunAll   cghio1  R      46:46      1 sr42
        17488112_8    shared   RunAll   cghio1  R      46:46      1 sr47
          17452449    shared    HEMCO achen152  R   15:46:34      1 sr43
          17482101    shared    LBFGS achen152  R    2:46:53      1 sr07
          17481742    shared    LBFGS achen152  R    2:54:41      1 sr07
          17481410    shared    LBFGS achen152  R    3:01:41      1 sr07
          17481362    shared    LBFGS achen152  R    3:02:46      1 sr07
          17481322    shared    LBFGS achen152  R    3:03:41      1 sr07
          17453750    shared 2005JULp achen152  R   14:55:16      1 sr47
          17453751    shared 2005ORCd achen152  R   14:55:16      1 sr47
          17453741    shared 2005ELMp achen152  R   14:55:44      1 sr10
          17453743    shared 2005ORCp achen152  R   14:55:44      1 sr47
          17453722    shared 2005ELMd achen152  R   14:57:16      1 sr08
          17487201    shared ”MyJob   zli367  R    1:05:52      1 sr42
          17454051    shared ”MyJob   zli367  R   14:33:16      1 sr07
          17448342      v100 train_pi   lchu11  R   17:47:17      1 gpu01
